"","Seed","FilledRows","Deviation","Model","Condition","PromptLength","CondPrompt"
"1203","seed_3_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1204","seed_4_all",209,9,"ChatGPT o3","TB","Short","TB · Short"
"1205","seed_5_all",169,-31,"ChatGPT o3","TB","Short","TB · Short"
"1206","seed_6_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1207","seed_7_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1208","seed_8_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1209","seed_9_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1210","seed_10_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1211","seed_11_all",213,13,"ChatGPT o3","TB","Short","TB · Short"
"1212","seed_12_all",201,1,"ChatGPT o3","TB","Short","TB · Short"
"1213","seed_13_all",182,-18,"ChatGPT o3","TB","Short","TB · Short"
"1214","seed_14_all",201,1,"ChatGPT o3","TB","Short","TB · Short"
"1215","seed_15_all",234,34,"ChatGPT o3","TB","Short","TB · Short"
"1216","seed_16_all",201,1,"ChatGPT o3","TB","Short","TB · Short"
"1217","seed_17_all",208,8,"ChatGPT o3","TB","Short","TB · Short"
"1218","seed_18_all",236,36,"ChatGPT o3","TB","Short","TB · Short"
"1219","seed_19_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1220","seed_20_all",204,4,"ChatGPT o3","TB","Short","TB · Short"
"1221","seed_21_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1222","seed_22_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1223","seed_23_all",243,43,"ChatGPT o3","TB","Short","TB · Short"
"1224","seed_24_all",232,32,"ChatGPT o3","TB","Short","TB · Short"
"1225","seed_25_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1226","seed_26_all",229,29,"ChatGPT o3","TB","Short","TB · Short"
"1227","seed_27_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1228","seed_28_all",202,2,"ChatGPT o3","TB","Short","TB · Short"
"1229","seed_29_all",198,-2,"ChatGPT o3","TB","Short","TB · Short"
"1230","seed_30_all",193,-7,"ChatGPT o3","TB","Short","TB · Short"
"1231","seed_31_all",211,11,"ChatGPT o3","TB","Short","TB · Short"
"1232","seed_32_all",209,9,"ChatGPT o3","TB","Short","TB · Short"
"1233","seed_33_all",223,23,"ChatGPT o3","TB","Short","TB · Short"
"1234","seed_34_all",233,33,"ChatGPT o3","TB","Short","TB · Short"
"1235","seed_35_all",219,19,"ChatGPT o3","TB","Short","TB · Short"
"1236","seed_36_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1237","seed_37_all",255,55,"ChatGPT o3","TB","Short","TB · Short"
"1238","seed_38_all",206,6,"ChatGPT o3","TB","Short","TB · Short"
"1239","seed_39_all",202,2,"ChatGPT o3","TB","Short","TB · Short"
"1240","seed_40_all",218,18,"ChatGPT o3","TB","Short","TB · Short"
"1241","seed_41_all",195,-5,"ChatGPT o3","TB","Short","TB · Short"
"1242","seed_42_all",199,-1,"ChatGPT o3","TB","Short","TB · Short"
"1243","seed_43_all",199,-1,"ChatGPT o3","TB","Short","TB · Short"
"1244","seed_44_all",219,19,"ChatGPT o3","TB","Short","TB · Short"
"1245","seed_45_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1246","seed_46_all",234,34,"ChatGPT o3","TB","Short","TB · Short"
"1247","seed_47_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1248","seed_48_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1249","seed_49_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1250","seed_50_all",206,6,"ChatGPT o3","TB","Short","TB · Short"
"1251","seed_51_all",230,30,"ChatGPT o3","TB","Short","TB · Short"
"1252","seed_52_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1253","seed_53_all",208,8,"ChatGPT o3","TB","Short","TB · Short"
"1254","seed_54_all",199,-1,"ChatGPT o3","TB","Short","TB · Short"
"1255","seed_55_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1256","seed_56_all",233,33,"ChatGPT o3","TB","Short","TB · Short"
"1257","seed_57_all",199,-1,"ChatGPT o3","TB","Short","TB · Short"
"1258","seed_58_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1259","seed_59_all",205,5,"ChatGPT o3","TB","Short","TB · Short"
"1260","seed_60_all",172,-28,"ChatGPT o3","TB","Short","TB · Short"
"1261","seed_61_all",208,8,"ChatGPT o3","TB","Short","TB · Short"
"1262","seed_62_all",239,39,"ChatGPT o3","TB","Short","TB · Short"
"1263","seed_63_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1264","seed_64_all",220,20,"ChatGPT o3","TB","Short","TB · Short"
"1265","seed_65_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1266","seed_66_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1267","seed_67_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1268","seed_68_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1269","seed_69_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1270","seed_70_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1271","seed_71_all",226,26,"ChatGPT o3","TB","Short","TB · Short"
"1272","seed_72_all",198,-2,"ChatGPT o3","TB","Short","TB · Short"
"1273","seed_73_all",199,-1,"ChatGPT o3","TB","Short","TB · Short"
"1274","seed_74_all",202,2,"ChatGPT o3","TB","Short","TB · Short"
"1275","seed_75_all",205,5,"ChatGPT o3","TB","Short","TB · Short"
"1276","seed_76_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1277","seed_77_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1278","seed_78_all",221,21,"ChatGPT o3","TB","Short","TB · Short"
"1279","seed_79_all",232,32,"ChatGPT o3","TB","Short","TB · Short"
"1280","seed_80_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1281","seed_81_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1282","seed_82_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1283","seed_83_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1284","seed_84_all",199,-1,"ChatGPT o3","TB","Short","TB · Short"
"1285","seed_85_all",206,6,"ChatGPT o3","TB","Short","TB · Short"
"1286","seed_86_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1287","seed_87_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1288","seed_88_all",198,-2,"ChatGPT o3","TB","Short","TB · Short"
"1289","seed_89_all",232,32,"ChatGPT o3","TB","Short","TB · Short"
"1290","seed_90_all",207,7,"ChatGPT o3","TB","Short","TB · Short"
"1291","seed_91_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1292","seed_92_all",198,-2,"ChatGPT o3","TB","Short","TB · Short"
"1293","seed_93_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1294","seed_94_all",199,-1,"ChatGPT o3","TB","Short","TB · Short"
"1295","seed_95_all",223,23,"ChatGPT o3","TB","Short","TB · Short"
"1296","seed_96_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1297","seed_97_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1298","seed_98_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1299","seed_99_all",200,0,"ChatGPT o3","TB","Short","TB · Short"
"1300","seed_100_all",198,-2,"ChatGPT o3","TB","Short","TB · Short"
"1301","seed_1_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1302","seed_2_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1303","seed_3_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1304","seed_4_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1305","seed_5_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1306","seed_6_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1307","seed_7_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1308","seed_8_all",203,3,"Claude Opus4","TB","Short","TB · Short"
"1309","seed_9_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1310","seed_10_all",203,3,"Claude Opus4","TB","Short","TB · Short"
"1311","seed_11_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1312","seed_12_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1313","seed_13_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1314","seed_14_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1315","seed_15_all",198,-2,"Claude Opus4","TB","Short","TB · Short"
"1316","seed_16_all",237,37,"Claude Opus4","TB","Short","TB · Short"
"1317","seed_17_all",201,1,"Claude Opus4","TB","Short","TB · Short"
"1318","seed_18_all",199,-1,"Claude Opus4","TB","Short","TB · Short"
"1319","seed_19_all",202,2,"Claude Opus4","TB","Short","TB · Short"
"1320","seed_20_all",203,3,"Claude Opus4","TB","Short","TB · Short"
"1321","seed_21_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1322","seed_22_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1323","seed_23_all",193,-7,"Claude Opus4","TB","Short","TB · Short"
"1324","seed_24_all",196,-4,"Claude Opus4","TB","Short","TB · Short"
"1325","seed_25_all",204,4,"Claude Opus4","TB","Short","TB · Short"
"1326","seed_26_all",206,6,"Claude Opus4","TB","Short","TB · Short"
"1327","seed_27_all",194,-6,"Claude Opus4","TB","Short","TB · Short"
"1328","seed_28_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1329","seed_29_all",207,7,"Claude Opus4","TB","Short","TB · Short"
"1330","seed_30_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1331","seed_31_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1332","seed_32_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1333","seed_33_all",196,-4,"Claude Opus4","TB","Short","TB · Short"
"1334","seed_34_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1335","seed_35_all",203,3,"Claude Opus4","TB","Short","TB · Short"
"1336","seed_36_all",191,-9,"Claude Opus4","TB","Short","TB · Short"
"1337","seed_37_all",212,12,"Claude Opus4","TB","Short","TB · Short"
"1338","seed_38_all",205,5,"Claude Opus4","TB","Short","TB · Short"
"1339","seed_39_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1340","seed_40_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1341","seed_41_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1342","seed_42_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1343","seed_43_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1344","seed_44_all",193,-7,"Claude Opus4","TB","Short","TB · Short"
"1345","seed_45_all",198,-2,"Claude Opus4","TB","Short","TB · Short"
"1346","seed_46_all",196,-4,"Claude Opus4","TB","Short","TB · Short"
"1347","seed_47_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1348","seed_48_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1349","seed_49_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1350","seed_50_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1351","seed_51_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1352","seed_52_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1353","seed_53_all",210,10,"Claude Opus4","TB","Short","TB · Short"
"1354","seed_54_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1355","seed_55_all",204,4,"Claude Opus4","TB","Short","TB · Short"
"1356","seed_56_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1357","seed_57_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1358","seed_58_all",201,1,"Claude Opus4","TB","Short","TB · Short"
"1359","seed_59_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1360","seed_60_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1361","seed_61_all",211,11,"Claude Opus4","TB","Short","TB · Short"
"1362","seed_62_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1363","seed_63_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1364","seed_64_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1365","seed_65_all",204,4,"Claude Opus4","TB","Short","TB · Short"
"1366","seed_66_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1367","seed_67_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1368","seed_68_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1369","seed_69_all",201,1,"Claude Opus4","TB","Short","TB · Short"
"1370","seed_70_all",220,20,"Claude Opus4","TB","Short","TB · Short"
"1371","seed_71_all",205,5,"Claude Opus4","TB","Short","TB · Short"
"1372","seed_72_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1373","seed_73_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1374","seed_74_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1375","seed_75_all",224,24,"Claude Opus4","TB","Short","TB · Short"
"1376","seed_76_all",199,-1,"Claude Opus4","TB","Short","TB · Short"
"1377","seed_77_all",206,6,"Claude Opus4","TB","Short","TB · Short"
"1378","seed_78_all",199,-1,"Claude Opus4","TB","Short","TB · Short"
"1379","seed_79_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1380","seed_80_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1381","seed_81_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1382","seed_82_all",197,-3,"Claude Opus4","TB","Short","TB · Short"
"1383","seed_83_all",198,-2,"Claude Opus4","TB","Short","TB · Short"
"1384","seed_84_all",192,-8,"Claude Opus4","TB","Short","TB · Short"
"1385","seed_85_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1386","seed_86_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1387","seed_87_all",205,5,"Claude Opus4","TB","Short","TB · Short"
"1388","seed_88_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1389","seed_89_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1390","seed_90_all",204,4,"Claude Opus4","TB","Short","TB · Short"
"1391","seed_91_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1392","seed_92_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1393","seed_93_all",199,-1,"Claude Opus4","TB","Short","TB · Short"
"1394","seed_94_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1395","seed_95_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1396","seed_96_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1397","seed_97_all",202,2,"Claude Opus4","TB","Short","TB · Short"
"1398","seed_98_all",193,-7,"Claude Opus4","TB","Short","TB · Short"
"1399","seed_99_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1400","seed_100_all",200,0,"Claude Opus4","TB","Short","TB · Short"
"1401","seed_1_all",196,-4,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1402","seed_2_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1403","seed_3_all",252,52,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1404","seed_4_all",400,200,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1405","seed_5_all",27,-173,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1406","seed_6_all",44,-156,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1407","seed_7_all",192,-8,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1408","seed_8_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1409","seed_9_all",192,-8,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1410","seed_10_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1411","seed_11_all",45,-155,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1412","seed_12_all",198,-2,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1413","seed_13_all",176,-24,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1414","seed_14_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1415","seed_15_all",192,-8,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1416","seed_16_all",213,13,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1417","seed_17_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1418","seed_18_all",52,-148,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1419","seed_19_all",192,-8,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1420","seed_20_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1421","seed_21_all",213,13,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1422","seed_22_all",192,-8,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1423","seed_23_all",192,-8,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1424","seed_24_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1425","seed_25_all",206,6,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1426","seed_26_all",190,-10,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1427","seed_27_all",194,-6,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1428","seed_28_all",206,6,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1429","seed_29_all",191,-9,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1430","seed_30_all",179,-21,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1431","seed_31_all",31,-169,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1432","seed_32_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1433","seed_33_all",192,-8,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1434","seed_34_all",41,-159,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1435","seed_35_all",220,20,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1436","seed_36_all",197,-3,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1437","seed_37_all",223,23,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1438","seed_38_all",197,-3,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1439","seed_39_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1440","seed_40_all",198,-2,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1441","seed_41_all",192,-8,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1442","seed_42_all",166,-34,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1443","seed_43_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1444","seed_44_all",192,-8,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1445","seed_45_all",208,8,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1446","seed_46_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1447","seed_47_all",192,-8,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1448","seed_48_all",214,14,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1449","seed_49_all",971,771,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1450","seed_50_all",37,-163,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1451","seed_51_all",192,-8,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1452","seed_52_all",199,-1,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1453","seed_53_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1454","seed_54_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1455","seed_55_all",64,-136,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1456","seed_56_all",204,4,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1457","seed_57_all",29,-171,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1458","seed_58_all",220,20,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1459","seed_59_all",226,26,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1460","seed_60_all",207,7,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1461","seed_61_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1462","seed_62_all",107,-93,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1463","seed_63_all",20,-180,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1464","seed_64_all",201,1,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1465","seed_65_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1466","seed_66_all",202,2,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1467","seed_67_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1468","seed_68_all",221,21,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1469","seed_69_all",210,10,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1470","seed_70_all",15,-185,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1471","seed_71_all",40,-160,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1472","seed_72_all",294,94,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1473","seed_73_all",198,-2,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1474","seed_74_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1475","seed_75_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1476","seed_76_all",198,-2,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1477","seed_77_all",198,-2,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1478","seed_78_all",191,-9,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1479","seed_79_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1480","seed_80_all",81,-119,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1481","seed_81_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1482","seed_82_all",198,-2,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1483","seed_83_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1484","seed_84_all",199,-1,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1485","seed_85_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1486","seed_86_all",198,-2,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1487","seed_87_all",184,-16,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1488","seed_88_all",64,-136,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1489","seed_89_all",208,8,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1490","seed_90_all",43,-157,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1491","seed_91_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1492","seed_92_all",55,-145,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1493","seed_93_all",197,-3,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1494","seed_94_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1495","seed_95_all",200,0,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1496","seed_96_all",199,-1,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1497","seed_97_all",188,-12,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1498","seed_98_all",198,-2,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1499","seed_99_all",209,9,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1500","seed_100_all",178,-22,"Gemini 2.5 Pro","TB","Short","TB · Short"
"1501","seed_1_all",200,0,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1502","seed_2_all",200,0,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1503","seed_3_all",200,0,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1504","seed_4_all",200,0,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1505","seed_5_all",200,0,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1506","seed_6_all",232,32,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1507","seed_7_all",213,13,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1508","seed_8_all",232,32,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1509","seed_9_all",200,0,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1510","seed_10_all",225,25,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1511","seed_11_all",252,52,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1512","seed_12_all",210,10,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1513","seed_13_all",200,0,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1514","seed_14_all",199,-1,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1515","seed_15_all",197,-3,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1516","seed_16_all",198,-2,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1517","seed_17_all",200,0,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1518","seed_18_all",206,6,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1519","seed_19_all",207,7,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1520","seed_20_all",201,1,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1521","seed_21_all",200,0,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1522","seed_22_all",208,8,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1523","seed_23_all",200,0,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1524","seed_24_all",199,-1,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1525","seed_25_all",208,8,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1526","seed_26_all",201,1,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1527","seed_27_all",215,15,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1528","seed_28_all",252,52,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1529","seed_29_all",212,12,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1530","seed_30_all",200,0,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1531","seed_31_all",203,3,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1532","seed_32_all",200,0,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1533","seed_33_all",222,22,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1534","seed_34_all",219,19,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1535","seed_35_all",220,20,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1536","seed_36_all",249,49,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1537","seed_37_all",200,0,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1538","seed_38_all",230,30,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1539","seed_39_all",204,4,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1540","seed_40_all",200,0,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1541","seed_41_all",227,27,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1542","seed_42_all",205,5,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1543","seed_43_all",268,68,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1544","seed_44_all",200,0,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1545","seed_45_all",202,2,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1546","seed_46_all",205,5,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1547","seed_47_all",200,0,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
"1548","seed_48_all",213,13,"ChatGPT o3","ME/CFS","Short","ME/CFS · Short"
